Ex: 1	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1369	 True Labels: [1]	 MINAS-BR Prediction: unknwon
Ex: 1370	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1371	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1372	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1373	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1374	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1375	 True Labels: [2, 3]	 MINAS-BR Prediction: [1]
Ex: 1376	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1377	 True Labels: [2, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1378	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1379	 True Labels: [2]	 MINAS-BR Prediction: [3]
Ex: 1380	 True Labels: [2, 3]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1381	 True Labels: [2, 3]	 MINAS-BR Prediction: [1]
Ex: 1382	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 4]
Ex: 1383	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1384	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1385	 True Labels: [2, 3]	 MINAS-BR Prediction: [1, 3]
Ex: 1386	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1387	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1388	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1389	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1390	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 3]
Ex: 1391	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1392	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1393	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 4]
Ex: 1394	 True Labels: [2, 3]	 MINAS-BR Prediction: [1]
Ex: 1395	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1396	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1397	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1398	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1399	 True Labels: [2]	 MINAS-BR Prediction: [0]
Ex: 1400	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1401	 True Labels: [2, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1402	 True Labels: [2, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1403	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1404	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1405	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1406	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1407	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1408	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1409	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1410	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1411	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1412	 True Labels: [2, 3]	 MINAS-BR Prediction: [1, 3]
Ex: 1413	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1414	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1415	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1416	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1417	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1418	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1419	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1420	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1421	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1422	 True Labels: [2]	 MINAS-BR Prediction: [0]
Ex: 1423	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1424	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1425	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1426	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1427	 True Labels: [2]	 MINAS-BR Prediction: [0, 4]
Ex: 1428	 True Labels: [2, 4]	 MINAS-BR Prediction: [3, 4]
Ex: 1429	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1430	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1431	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1432	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1433	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 4]
Ex: 1434	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1435	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1436	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1437	 True Labels: [2, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1438	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1439	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1440	 True Labels: [2]	 MINAS-BR Prediction: [0, 4]
Ex: 1441	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1442	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1443	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1444	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1445	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1446	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1447	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1448	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1449	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1450	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1451	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1452	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1453	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1454	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1455	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1456	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1457	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1458	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1459	 True Labels: [2]	 MINAS-BR Prediction: [0]
Ex: 1460	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1461	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1462	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1463	 True Labels: [2, 3]	 MINAS-BR Prediction: [1, 3]
Ex: 1464	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1465	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1466	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1467	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1468	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1469	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1470	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1471	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1472	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1473	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1474	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1475	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1476	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1477	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1478	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1479	 True Labels: [2]	 MINAS-BR Prediction: [0, 3]
Ex: 1480	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1481	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1482	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1483	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1484	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1485	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1486	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1487	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1488	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1489	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1490	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1491	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1492	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1493	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1494	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1495	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1496	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1497	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1498	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1499	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1500	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Removed examples from short-time-memory: 716	 True labels: [5]
Removed examples from short-time-memory: 830	 True labels: [0]
Removed examples from short-time-memory: 836	 True labels: [0]
Removed examples from short-time-memory: 845	 True labels: [0]
Removed examples from short-time-memory: 979	 True labels: [1]
Removed examples from short-time-memory: 980	 True labels: [1]
Removed examples from short-time-memory: 981	 True labels: [1]
Removed examples from short-time-memory: 986	 True labels: [1]
Removed examples from short-time-memory: 987	 True labels: [1]
Ex: 1501	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1502	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1503	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1504	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1505	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1506	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1507	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1508	 True Labels: [2]	 MINAS-BR Prediction: [0, 3]
Ex: 1509	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1510	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1511	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1512	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1513	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1514	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1515	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1516	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1517	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1518	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1519	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1520	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1521	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1522	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1523	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1524	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1525	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1526	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1527	 True Labels: [2, 4]	 MINAS-BR Prediction: [1]
Ex: 1528	 True Labels: [2, 4]	 MINAS-BR Prediction: unknwon
Ex: 1529	 True Labels: [2]	 MINAS-BR Prediction: [4]
Ex: 1530	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1531	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1532	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1533	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1534	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1535	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1536	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1537	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1538	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1539	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1540	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1541	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1542	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1543	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1544	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1545	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1546	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1547	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1548	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1549	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1550	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1551	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1552	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1553	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1554	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1555	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1556	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1557	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1558	 True Labels: [2, 4]	 MINAS-BR Prediction: [1]
Ex: 1559	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1560	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1561	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1562	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1563	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1564	 True Labels: [2]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1565	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1566	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1567	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1568	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1569	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1570	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1571	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1572	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1573	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1574	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1575	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1576	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1577	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1578	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1579	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1580	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1581	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1582	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1583	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1584	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1585	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1586	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1587	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1588	 True Labels: [3]	 MINAS-BR Prediction: [3]
Ex: 1589	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1590	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1591	 True Labels: [3]	 MINAS-BR Prediction: [3]
Ex: 1592	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1593	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1594	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1595	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1596	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1597	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1598	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1599	 True Labels: [3]	 MINAS-BR Prediction: [3]
Ex: 1600	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1601	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1602	 True Labels: [3]	 MINAS-BR Prediction: [3]
Ex: 1603	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1604	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1605	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1606	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1607	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1608	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1609	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1610	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1611	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1612	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1613	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1614	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1615	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1616	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1617	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1618	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1619	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1620	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1621	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1622	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1623	 True Labels: [3]	 MINAS-BR Prediction: [3]
Ex: 1624	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1625	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1626	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1627	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1628	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1629	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1630	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1631	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1632	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1633	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1634	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1635	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1636	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1637	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1638	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1639	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1640	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1641	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1642	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1643	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1644	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1645	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1646	 True Labels: [3, 4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1647	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1648	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1649	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1650	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1651	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1652	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1653	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1654	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1655	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1656	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1657	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1658	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1659	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1660	 True Labels: [3]	 MINAS-BR Prediction: [1, 3]
Ex: 1661	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1662	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1663	 True Labels: [3]	 MINAS-BR Prediction: [3]
Ex: 1664	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1665	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1666	 True Labels: [3]	 MINAS-BR Prediction: [1, 3]
Ex: 1667	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1668	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1669	 True Labels: [3]	 MINAS-BR Prediction: unknwon
Ex: 1670	 True Labels: [3]	 MINAS-BR Prediction: [0]
Ex: 1671	 True Labels: [3]	 MINAS-BR Prediction: [3, 4]
Ex: 1672	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1673	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1674	 True Labels: [3]	 MINAS-BR Prediction: [3]
Ex: 1675	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1676	 True Labels: [3]	 MINAS-BR Prediction: [1, 3]
Ex: 1677	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1678	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1679	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1680	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1681	 True Labels: [3]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1682	 True Labels: [3]	 MINAS-BR Prediction: [3]
Ex: 1683	 True Labels: [3]	 MINAS-BR Prediction: [1, 3]
Ex: 1684	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1685	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 3]
Ex: 1686	 True Labels: [3, 4]	 MINAS-BR Prediction: [3, 4]
Ex: 1687	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1688	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1689	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1690	 True Labels: [3, 4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1691	 True Labels: [3]	 MINAS-BR Prediction: [3]
Ex: 1692	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1693	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1694	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1695	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1696	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 3]
Ex: 1697	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1698	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1699	 True Labels: [3]	 MINAS-BR Prediction: unknwon
